996019,SMRC,LATAM,SMRC Otto Krause,,,Estanterias para WIP ,Replacement,,,1128,Packaging,Internal Usage,Customized,Dunnage,Other,0,Logistic,Direct Material Logsitic,,,,Plastic Bins / Totes,Tangible,Logistics,,not relevant,Productive,New,no,no,,Each,1,,,no,0,??,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,13,13,0,0,25,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,13,13,0,0,25,Value planned,,SMRC Otto Krause,RAS404701,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,25.0,12.5,12.5,25,-24.975,,
996020,Other,USA,MDRSC-Plant USA,77-50000,Chris Irion,Conduit Run for fiber optic cable/components,Others,BMW,XNF,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,<200k,Assembly line + equip.,No,Assembly Line,Tangible,Secondary Equipment,,please select !,Productive,New,,no,,Each,1,13,Own,yes,12.41998662,??,fill in value,#VALUE!,,,,13.0,,,,,,,,,,,,13,0,0,0,13,,,,,,,,,,,,,0,0,0,0,0,,,,13,USD,,0.9554,0.9342,0.9342,0.9342,0.9342,12,0,0,0,0,12,Value planned,,MDRSC-Plant USA,RAS110011,Assembly Line,Others,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12.4,12.4,12.4,12,-12.98758001,,
996021,SMP,China,SMP CPAT,,,OtherAudi A6L NF NF(C9) DP,Customer projects new,FAW-VW,Audi A6L NF NF(C9) DP,8005,Plant equipment,Other plant equipment,0,0,0,0,Capex & Equipment,Plant Equipment,,General Planning & Reserves,,Other Plant Equipment,Tangible,Others/exemption limit,,not relevant,Productive,New,no,no,12/1/2025,Set,1,100000,Own,no,0,yes,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4,0.0,0.0,0.0,0,0,92,0,92,,,,,,,,,,,,,0,0,0,0,0,0,0,0,92,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP CPAT,RAS404506,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,12.3,12.3,12.3,12,-92.38766421,,
996022,SMRC,France & North Africa,SMRC Tetouan,,,4 Pavés moule Coiffe XJK,Replacement,Plant,,8043,Moulding Machine Auxiliaries,Spares (that will be capitalised),0,0,0,0,MRO,Spare parts & Automation Components for Equipment,,,,Other IMM Auxillary,Tangible,Maintenance,,not relevant,,,,no,,,,,,no,0,??,,0,,,,0.0,0.0,0.0,0.0,129.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129,0,0,129,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,129,EUR,,0.0955,0.0938,0.0938,0.0938,0.0938,12,0,0,0,0,12,Value planned,,SMRC Tetouan,RAS190016,,Replacement/Maintenance,0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,12.3,12.3,12.3,12,-129.1076747,,
996023,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT ,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,2,6,,,,,,,,,,,,6.2,0,0,0,6,6,6,6,6,30,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,30,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.2,12.3,12.3,30,-30.2131566,,
996024,SMP,China,SMP CPAT,,,Injection mouldHongqi E007 PAI,Customer projects new,Hongqi,Hongqi E007 PAI,9664,Moulding Machine,mould,0,0,0,0,Capex & Equipment,Embossing,,,,Other Moulding Machine,Tangible,Moulding,,EV Programs,Productive,New,yes,yes,1/0/1900,Set,1,230000,Own,no,0,yes,,0,,,,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,0,0,92,,,,,,,,,,,,,0,0,0,0,0,0,0,0,92,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP CPAT,RAS240016,,Customer Projects,0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.0,12.3,12.3,12.3,12,-91.98771761,,
996025,SMP,China,SMP CPAT,,,trolleyHongqi E007 PAI,Customer projects new,Hongqi,Hongqi E007 PAI,1034,Packaging,External Usage,Customized,Bin / Box/ Tote,Plastic,With inserts/ Inlays/ Dividers,Direct Material Logsitic,Direct Material Logsitic,,,,Plastic Bins / Totes,Tangible,Logistics,,not relevant,Productive,New,no,no,4/1/2025,Set,1,271358,Own,no,0,yes,,0,,,,89.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0,90,,,,,,,,,,,,,2,0,0,0,2,0,0,0,92,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP CPAT,RAS404701,,Customer Projects,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,0.0,0.0,0.0,12.3,12.3,12.3,12,-91.93572193,,
996026,SMRC,France & North Africa,SMRC Tetouan,,,Logiciel Pour la gestion des demandes Achats,Others,Plant,,306,IT and Communications,Software/Licenses,ERP,QAD,0,0,IT,IT Software,,,,Software - ERP,Intangible,IT,,not relevant,,,,no,,,,,,no,0,??,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,130.3,0,0,0,130,130,0,0,0,130,EUR,,0.0955,0.0938,0.0938,0.0938,0.0938,0,12,0,0,0,12,Value planned,,SMRC Tetouan,RAS170013,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.2,12.2,12.2,12,-130.2989237,,
996027,SMRC,France & North Africa,SMRC Tetouan,,,Microscope électronique,Others,Plant,,8079,Laboratory and Test Equipment,Quality Testing Equipment,Amplitude Testing,0,0,0,Capex & Equipment,Laboratory Equipment,,,,Quality Testing Equipment,Tangible,Quality,,not relevant,,,,no,,,,,,no,0,??,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,130.3,0,0,0,130,130,0,0,0,130,EUR,,0.0955,0.0938,0.0938,0.0938,0.0938,0,12,0,0,0,12,Value planned,,SMRC Tetouan,RAS404302,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.2,12.2,12.2,12,-130.2989237,,
996028,SMRC,France & North Africa,SMRC Tetouan,,,Ajout d'un système poka yoké d'orientation laser pour la maitrise de l'alignement des matelas ,Others,Plant,,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,<200k,Assembly line + equip.,No,Assembly Line,Tangible,Secondary Equipment,,not relevant,,,,no,,,,,,yes,0,??,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,130.3,0,0,0,130,130,0,0,0,130,EUR,,0.0955,0.0938,0.0938,0.0938,0.0938,0,12,0,0,0,12,Value planned,,SMRC Tetouan,RAS110011,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,12.2,12.2,12.2,12,-130.2989237,,
996029,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT ,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,2,6,,,,,,,,,,,,6.1,0,0,0,6,6,6,6,6,31,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,31,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.7,12.2,12.2,31,-30.6321372,,
996030,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,2,6,,,,,,,,,,,,6.1,0,0,0,6,6,6,6,6,31,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,31,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.7,12.2,12.2,31,-30.6321372,,
996031,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT ,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,2,6,,,,,,,,,,,,6.1,0,0,0,6,6,6,6,6,31,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,31,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.7,12.2,12.2,31,-30.6321372,,
996032,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,2,6,,,,,,,,,,,,6.1,0,0,0,6,6,6,6,6,31,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,31,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.7,12.2,12.2,31,-30.6321372,,
996033,Other,Iberica,MDRSC-Plant Spain S.A.,,,Lift truck ERC 214 ZT ,Others,,,9675,Material Handling Equipment (MHE) - Lease,Forklift Truck/Vehicle,,,,,Logistic,Handling systems,,,,Others Lease,Tangible,Logistics,,not relevant,non productive,New,no,no,4/1/2025,Each,1,30.756,Leasing,no,0,yes,,0,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,2,2,6,,,,,,,,,,,,6.1,0,0,0,6,6,6,6,6,31,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,6,6,6,6,6,31,Value planned,,MDRSC-Plant Spain S.A.,R99900000229,Others Lease [Under Operating Lease] (RAS),Others,0,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,30.7,12.2,12.2,31,-30.6321372,,
996034,SMP,China,SMP-Tianjin-Entity,Manufacturing Dept,Mr.Fan Ben Chao,Laser cutting positioner,Customer projects new,FAW-VW,0,8295,Moulding Machine,Automation,Sprue and Runner Cutting Equipment,0,0,0,Capex & Equipment,IMM auxiliaries,,,No,Other IMM Auxillary,Tangible,Moulding,,not relevant,Productive,Used,yes,yes,,Set,4,57,Own,no,0,yes,0,0,,,,0.0,0.0,68.4,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,68,0,23,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,91,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP-Tianjin-Entity,RAS190016,,Customer Projects,0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,12.2,12.2,12.2,12,-91.18782442,,
996035,SMP,China,SMP CPAT,,,Test carriersE702 PAE,Customer projects new,Hongqi,E702 PAE,8307,Laboratory and Test Equipment,Gauges,Testing Fixture,0,0,0,Tooling,Gauges,,,,Other Lab/Test Equipment,Tangible,Quality,,EV Programs,Productive,New,no,no,7/1/2025,Set,6,15167,Own,no,0,yes,,0,,,,0.0,0.0,0.0,27.3,0.0,0.0,27.3,0.0,0.0,36.4,0.0,0.0,0,27,27,36,91,,,,,,,,,,,,,0,0,0,0,0,0,0,0,91,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP CPAT,RAS404307,,Customer Projects,0,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,4.9,0.0,0.0,12.1,0.0,0.0,0.0,0.0,12.1,12.1,12.1,12,-90.98985085,,
996036,SMP,China,SMP-Shenyang-Entity,1500P01001,Manufacturing Dept.,Plasma dust removal equipmentOthers,Others,Pool 2025,Others,8901,Moulding Machine,Injection Moulding,Electric,801-1300,Injection unit capacity <10000,0,Capex & Equipment,IMM,,IMM,Yes,Plastic Injection Moulding Machine,Tangible,Moulding,,not relevant,Productive,New,yes,yes,1/0/1900,Set,7,13,Own,no,0,yes,0,0,,,,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,39,0,52,0,91,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,91,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP-Shenyang-Entity,RAS240011,,Others,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,12.1,12.1,12.1,12,-90.98785112,,
996037,SMP,Mexico,SMP Zitlaltepec,MX54449,D. Perez,Thermoregulators IMM1600T,Customer projects new,BMW,BMW iX3 NA5 Windows Frame,8510,Moulding Machine Auxiliaries,Retrofit/Refurbishment,Mould Temperature Controller,Heating & Cooling,0,0,Capex & Equipment,IMM auxiliaries,,Temperature Control,No,Mould Temperature Controllers,Tangible,Moulding,Injection,Energy Reduction,Productive,New,no,no,TBD,Piece,1,25,Own,no,0,??,,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,13.0,,,0,0,0,13,13,,,,13,USD,SMP Puebla,0.9554,0.9342,0.9342,0.9342,0.9342,0,12,0,0,0,12,Value planned,,SMP Zitlaltepec,RAS190011,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,12.1,12.1,12.1,12,-12.98785501,,
996038,SMP,China,SMP CPAT,,,pre-assembly tooling for weldingHongqi HQ Potential car 2 DP,Customer projects new,Hongqi,Hongqi HQ Potential car 2 DP,7832,Assembly / Secondary Equipment,Assembly Line,Assembly Stations,0,0,0,Capex & Equipment,Assembly,<200k,Assembly line + equip.,No,Assembly Line,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,11/1/2025,Set,4,25000,Own,yes,0,yes,,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,20,20,50,0,90,10,0,0,100,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,0,12,1,0,0,13,Value planned,,SMP CPAT,RAS110011,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,1.3,0.0,0.0,13.5,12.1,12.1,13,-99.98653253,,
996039,SMP,Mexico,SMP Zitlaltepec,MX53526 ,L. Ramirez,Stoßfängerüberzug hinten oben  Basis / SL / S (BTB10) / Storage Racks,Customer projects new,Audi,eQ8 Bumpers,9665,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,,,,Painted Part Rack/Hanger,Tangible,Paint Shop,_Painting,Energy Reduction,Productive,New,no,no,TBD,Piece,1,12.649,Own,no,0,no,,0,,,,,,,12.6,,,,,,,,,0,13,0,0,13,,,,,,,,,,,,,0,0,0,0,0,,,,13,USD,SMP Zitlaltepec,0.9554,0.9342,0.9342,0.9342,0.9342,12,0,0,0,0,12,Value planned,,SMP Zitlaltepec,RAS260011,,Customer Projects,0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,12.1,12.1,12.1,12,-12.63691535,,
996040,SMP,Mexico,SMP Zitlaltepec,MX53526 ,L. Ramirez,Stoßfängerüberzug hinten unten Basis mit APS/PLA (BTB30) / Storage Racks,Customer projects new,Audi,eQ8 Bumpers,9665,Paint Shop,Paint Skids / Jigs / Plating Fixtures,0,0,0,0,Capex & Equipment,Painting Racks / Hangers,,,,Painted Part Rack/Hanger,Tangible,Paint Shop,_Painting,Energy Reduction,Productive,New,no,no,TBD,Piece,1,12.649,Own,no,0,no,,0,,,,,,,12.6,,,,,,,,,0,13,0,0,13,,,,,,,,,,,,,0,0,0,0,0,,,,13,USD,SMP Zitlaltepec,0.9554,0.9342,0.9342,0.9342,0.9342,12,0,0,0,0,12,Value planned,,SMP Zitlaltepec,RAS260011,,Customer Projects,0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,12.1,12.1,12.1,12,-12.63691535,,
996041,SMP,LATAM,SMP Curitiba,,,SAP,Others,Internal,Internal,303,IT and Communications,Software/Licenses,ERP,SAP,0,0,IT,IT Software,,,,Software - ERP,Intangible,IT,IT,not relevant,non productive,New,no,no,7/1/2025,Each,1,76,Own,no,0,yes,0,0,No,Yes,No,,,,76.0,,,,,,,,,0,76,0,0,76,,,,,,,,,,,,,0,0,0,0,0,,,,76,BRL,,0.1590,0.1414,0.1414,0.1414,0.1414,12,0,0,0,0,12,Value planned,,SMP Curitiba,RAS170013,,Others,0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,12.1,12.1,12.1,12,-75.98791906,,
996042,SMRC,LATAM,SMRC-Brazil Guarulhos,CAP8000 - Health & Safety,Mr. Daniel Monteiro,Energy meter for dryers system ,"	Environment, Health & Safety (EHS)",,,8236,Plant equipment,Electrical Equipment,Other Electrical equipment,0,0,0,Facility,Electrical Installations Service & Materials,,,,Other Electrical equipment,Tangible,Energy,Measurement the energy consumption in the Raw material room 9 (6x equipment) : Understanding with precision the consumption area ,Other Positive ESG Impact ,non productive,New,no,no,3/1/2027,Each,6,,,no,0,yes,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,85.3,0,0,0,85,85,0,0,0,85,BRL,,0.1590,0.1414,0.1414,0.1414,0.1414,0,12,0,0,0,12,Value planned,,SMRC-Brazil Guarulhos,RAS310014,,Others,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,12.1,12.1,12.1,12,-85.32126663,,
996043,SMP,China,SMP CPAT,,,B9L suspension chain fire improvementOthers,"	Environment, Health & Safety (EHS)",Pool 2025,Others,7908,Fire Protection,Fire Alarm & Detection System,0,0,0,0,Facility,Fire protection,,,,Fire and alarm system,Tangible,EHS,,not relevant,non productive,Internal refurbishment,no,no,6/1/2025,Set,1,90000,Own,no,0,yes,,0,,,,0.0,0.0,27.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,27,54,0,0,81,,,,,,,,,,,,,0,0,9,0,9,0,0,0,90,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,11,1,0,0,0,12,Value planned,,SMP CPAT,RAS404101,,Others,0,0.0,3.6,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.2,0.0,0.0,0.0,12.0,12.0,12.0,12,-89.98797409,,
996044,SMP,China,SMP-Shenyang-Entity,1500F01001,Manufacturing Dept.,Assembly workbenchInvest Shenyang BMW NA6 OI,Customer projects new,BMW,Invest Shenyang BMW NA6 OI,9067,Moulding Machine,Injection Moulding,Hydraulic,1301-1600,Injection unit capacity <6400,0,Capex & Equipment,IMM,,Refurbishment,No,Plastic Injection Moulding Machine,Tangible,Moulding,,not relevant,Productive,New,no,no,08/2025,Set,1,300,Own,no,0,yes,0,0,,,,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,60,30,0,90,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,90,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP-Shenyang-Entity,RAS240011,,Customer Projects,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-89.98798462,,
101029,SMP,China,SMP-ZPAT Entity,1600E01002,Technology Management Dept.,Pillar Wrap Working ClothesOthers,Others,,Others,8621,Assembly / Secondary Equipment,Edge Folding Machine,Machine & Tools,Single Station Edge Folding Machine,0,0,Capex & Equipment,Lamination,,,,SPM - Edge Folding  / Foaming  / Gluing  / Labelling / Marking  / Sewing  / Slush / Other Machine,Tangible,Secondary Equipment,,not relevant,Productive,New,no,no,01/2025,Set,3,300000,Own,yes,11.74858377,yes,0,0,,,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,90,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP-ZPAT Entity,RAS110022,,Others,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-89.98798462,,
101030,SMP,China,SMP-Shenyang-Entity,1500P01001,Manufacturing Dept., drying machineInvest Shenyang BMW NA6 DP,Customer projects new,BMW,Invest Shenyang BMW NA6 DP,8863,Moulding Machine Auxiliaries,Retrofit/Refurbishment,Raw Plastics Material Handling and Storage Equipment,Drying & Dehumidifying,Hot Air Drier,0,Capex & Equipment,IMM auxiliaries,,,No,Material Dryer,Tangible,Moulding,,Energy Reduction,Productive,New,yes,yes,1/0/1900,Set,1,90,Own,no,0,yes,0,0,,,,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0,0,0,90,,,,,,,,,,,,0.0,0,0,0,0,0,0,0,0,90,CNY,,0.1335,0.1347,0.1347,0.1347,0.1347,12,0,0,0,0,12,Value planned,,SMP-Shenyang-Entity,RAS190014,,Customer Projects,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-89.98798462,,
101031,SMP,Germany & EE,SMP Neustadt,,Schneider / TP,Logistik BMW 3er/4er STF Front ZA0-3 M3/M4 (NF G8x),Customer projects repeat,BMW,"ZA0, ZA1, ZA2, ZA3 STF",1034,Packaging,External Usage,Customized,Bin / Box/ Tote,Plastic,With inserts/ Inlays/ Dividers,Direct Material Logsitic,Direct Material Logsitic,,,,Plastic Bins / Totes,Tangible,Logistics,,not relevant,,,,no,,,,,,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,12.0,0,0,0,12,12,,,,12,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,12,0,0,0,12,Value planned,,SMP Neustadt,RAS404701,,Customer Projects,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-11.988,,
118000,SMP,Germany & EE,SMP Automotive Exterior Ltd,DE50830,Schalk,EKX Terminals,Replacement,,,4392,IT and Communications,Computer peripherals,Video Display,Display Monitors,0,0,IT,IT Hardware & Equipment,,,,Displays,Tangible,IT,,not relevant,Productive,New,no,no,,,,,,no,0,??,0,0,,,,,,,6.0,,,,6.0,,,,,0,6,6,0,12,,,,,,,,,,,,,0,0,0,0,0,,,,12,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,12,0,0,0,0,12,Value planned,,SMP Automotive Exterior Ltd,RAS170023,,Replacement/Maintenance,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-11.988,,
118001,SMP,Germany & EE,SMP Automotive Exterior Ltd,DE50830,Schalk,Future-Pads WE/Lager/mobile AS,Replacement,,,4392,IT and Communications,Computer peripherals,Video Display,Display Monitors,0,0,IT,IT Hardware & Equipment,,,,Displays,Tangible,IT,,not relevant,Productive,New,no,no,,,,,,no,0,??,0,0,,,,,,,6.0,,,,6.0,,,,,0,6,6,0,12,,,,,,,,,,,,,0,0,0,0,0,,,,12,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,12,0,0,0,0,12,Value planned,,SMP Automotive Exterior Ltd,RAS170023,,Replacement/Maintenance,0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-11.988,,
118002,SMP,Germany & EE,SMP Automotive Exterior Ltd,DE50830,Schalk,EKX Terminals,Replacement,,,4392,IT and Communications,Computer peripherals,Video Display,Display Monitors,0,0,IT,IT Hardware & Equipment,,,,Displays,Tangible,IT,,not relevant,Productive,New,no,no,,,,,,no,0,??,0,0,,,,,,,,,,,,,,,,0,0,0,0,0,,,,6.0,,,,6.0,,,,,0,6,6,0,12,,,,12,EUR,,1.0000,1.0000,1.0000,1.0000,1.0000,0,12,0,0,0,12,Value planned,,SMP Automotive Exterior Ltd,RAS170023,,Replacement/Maintenance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,12.0,12,-11.988,,
